loss,V3,V6,V9,V10,V11,V12,V15,V18,pred_detector_active_contact_fraction,pred_detector_active_forward_fraction,pred_detector_contact_angle_theta_mean_deg,pred_detector_contact_angle_theta_sigma_deg,pred_derived_vz_sigma_residual,unc_detector_active_contact_fraction,unc_detector_active_forward_fraction,unc_detector_contact_angle_theta_mean_deg,unc_detector_contact_angle_theta_sigma_deg,unc_derived_vz_sigma_residual,pred_viability_prob,unc_viability_prob,derived_vz_mean,derived_vz_sigma_physics,derived_vz_sigma_corrected
0.008282404392957687,-835.2705688476562,-805.06982421875,819.839599609375,-142.66815185546875,-107.98681640625,-933.7012329101562,-137.736083984375,-383.55718994140625,0.8566560745239258,1.0115470886230469,5.245787143707275,3.046889066696167,0.22363446652889252,0.02042231149971485,0.012672634795308113,0.001229076529853046,0.0007608881569467485,0.026037542149424553,0.9722666144371033,0.024036793038249016,129.8891297739831,0.6853045439995387,0.9089390105284312
0.009433269500732422,-754.2380981445312,-763.7677001953125,461.0823974609375,17.1607666015625,-72.64483642578125,-767.91796875,104.1329345703125,-476.3216552734375,0.8569251894950867,1.003415584564209,5.297769069671631,3.0052711963653564,0.30203714966773987,0.03277801349759102,0.004682118538767099,0.08762642741203308,0.0011948304018005729,0.01246831938624382,0.9211263060569763,0.04742393270134926,129.88323948046371,0.6803784572009938,0.9824156068687336
0.010342624969780445,-883.69873046875,-893.0433349609375,755.979736328125,-76.13763427734375,5.9417724609375,-777.9903564453125,-236.18798828125,-579.6790161132812,0.8553921580314636,1.0132598876953125,5.249841690063477,3.0328471660614014,0.25399401783943176,0.039671383798122406,0.015422048047184944,0.023378068581223488,0.005660927388817072,0.0362791046500206,0.9932926297187805,0.004163222853094339,129.8899744548395,0.6821543589089438,0.9361483767483756
0.010404134169220924,-874.715576171875,-895.5587768554688,774.9644775390625,-73.251953125,6.398681640625,-768.5740966796875,-255.48992919921875,-569.5142822265625,0.8546081185340881,1.0140939950942993,5.254156589508057,3.023416519165039,0.2403113842010498,0.036746326833963394,0.014089977368712425,0.01102822832763195,0.012608476914465427,0.0367034412920475,0.9936102032661438,0.003869203617796302,129.89020519679116,0.6802161744405117,0.9205275586415615
