case,target_active,target_theta_mean,target_theta_sigma,rank,elapsed_seconds,V3,V6,V9,V10,V11,V12,V15,V18,pred_active,pred_forward,pred_theta_mean,pred_theta_sigma,sim_active,sim_forward,sim_theta_mean,sim_theta_sigma,sim_theta_p95,sim_n_active,sim_n_forward,sim_n_backward,sim_bpm_score
low30,0.3,6.5,3.2,1,9.04699999999957,-965.115234375,-715.4183349609375,132.4140625,-0.5716552734375,181.2269287109375,-787.6580810546875,-34.3095703125,-416.9024658203125,0.30032968521118164,0.9881833791732788,6.516505241394043,3.200840711593628,0.462,1.0,3.35157734,2.16572222,6.19052277,231,231,0,0.4652
low30,0.3,6.5,3.2,2,7.782000000000153,-950.2473754882812,-672.0381469726562,146.0908203125,-3.892578125,169.4638671875,-780.0405883789062,-107.25543212890625,-428.974853515625,0.29919010400772095,0.9865444898605347,6.511073112487793,3.215266466140747,0.416,1.0,4.93096695,2.37175529,8.72128087,208,208,0,0.4204
low30,0.3,6.5,3.2,3,8.905999999999949,-978.2626342773438,-758.6083374023438,155.8095703125,11.28887939453125,190.9449462890625,-751.0870361328125,56.9530029296875,-423.714599609375,0.3037334978580475,0.9907909631729126,6.515951633453369,3.2075867652893066,0.456,1.0,2.95443876,2.2315156,5.16069287,228,228,0,0.4559
low30,0.3,6.5,3.2,4,8.17200000000048,-959.7783813476562,-739.7720336914062,136.671142578125,16.42095947265625,189.5506591796875,-745.707275390625,11.96441650390625,-411.314208984375,0.3011464476585388,0.9896857142448425,6.500709533691406,3.2210922241210938,0.444,1.0,3.15048607,1.81484764,6.15205372,222,222,0,0.4459
low30,0.3,6.5,3.2,5,7.875,-938.3245849609375,-692.31982421875,117.1807861328125,17.095703125,182.6239013671875,-756.4818725585938,-81.556884765625,-430.5887451171875,0.3007843792438507,0.9865137338638306,6.483929634094238,3.234233856201172,0.444,1.0,3.68250384,2.50551513,8.70980262,222,222,0,0.4477
low30,0.3,6.5,3.2,6,8.046000000000276,-936.434326171875,-675.0669555664062,111.099365234375,11.54852294921875,177.709716796875,-775.8291015625,-105.5919189453125,-460.725830078125,0.3003702759742737,0.9851348996162415,6.487207889556885,3.2317612171173096,0.49,1.0,3.57207851,2.2513753,7.15849985,245,245,0,0.4885
low30,0.3,6.5,3.2,7,7.688000000000102,-978.9759521484375,-599.8056640625,208.1182861328125,-3.72686767578125,155.70263671875,-749.233642578125,-156.154296875,-509.26904296875,0.3028835952281952,0.9820787310600281,6.522448539733887,3.200688123703003,0.316,1.0,7.94557333,4.61992313,12.3674909,158,158,0,0.3237
low30,0.3,6.5,3.2,8,7.938000000000102,-928.0813598632812,-686.3104248046875,83.0506591796875,26.264892578125,186.8040771484375,-768.02392578125,-89.74066162109375,-487.47723388671875,0.3006325960159302,0.9839308857917786,6.483144283294678,3.2307064533233643,0.568,1.0,3.25860017,1.67253538,6.55627198,284,284,0,0.5725
low30,0.3,6.5,3.2,9,7.82799999999952,-943.8590698242188,-718.3028564453125,76.989990234375,39.2711181640625,195.545654296875,-738.6300048828125,-26.3321533203125,-493.9643859863281,0.30130887031555176,0.9852765798568726,6.508827209472656,3.2052981853485107,0.606,1.0,2.90786175,1.6880591,5.71818415,303,303,0,0.6059
low30,0.3,6.5,3.2,10,8.094000000000051,-912.7796020507812,-677.5867919921875,70.816650390625,25.1845703125,187.92578125,-793.5184936523438,-96.9571533203125,-525.3524169921875,0.3001282811164856,0.9814976453781128,6.479922294616699,3.234848737716675,0.728,1.0,4.56004695,2.62087943,9.40772113,364,364,0,0.7272
low30,0.3,6.5,3.2,11,7.328000000000429,-615.1399536132812,-801.365478515625,972.48291015625,166.9217529296875,34.4129638671875,-617.4549560546875,7.3494873046875,-85.210205078125,0.29818233847618103,0.9850085973739624,6.456208229064941,3.2638344764709473,0.414,1.0,10.5385352,6.04168592,24.0496916,207,207,0,0.3857
low30,0.3,6.5,3.2,12,8.125,-873.5687255859375,-626.5740966796875,90.3974609375,133.595458984375,109.5245361328125,-727.717529296875,150.0574951171875,-751.5185546875,0.3021629750728607,0.9753776788711548,6.5316314697265625,3.190899610519409,0.28,1.0,7.77567782,5.89673032,16.4300578,140,140,0,0.3555
low35,0.35,6.0,3.0,1,7.719000000000051,-834.583251953125,-925.8966674804688,792.0625,-114.19647216796875,-29.927490234375,-735.207275390625,304.5196533203125,-473.5208740234375,0.3489091396331787,0.9916067123413086,5.971407890319824,3.015803098678589,0.416,1.0,4.90286429,3.45876482,11.4438789,208,208,0,0.459
low35,0.35,6.0,3.0,2,8.280999999999949,-941.3938598632812,-659.026611328125,131.63427734375,35.7391357421875,192.609375,-744.1731567382812,-171.06085205078125,-467.827392578125,0.35068339109420776,0.9817927479743958,6.030737400054932,3.0139551162719727,0.534,1.0,3.865065,2.72820127,8.14779586,267,267,0,0.5396
low35,0.35,6.0,3.0,3,7.625,-829.146484375,-999.483154296875,807.3802490234375,-114.29168701171875,-31.255126953125,-727.65478515625,309.275390625,-498.0107421875,0.3517487645149231,0.9879211187362671,6.005124092102051,2.9905717372894287,0.424,1.0,5.70707571,3.31685856,11.2979643,212,212,0,0.4189
low35,0.35,6.0,3.0,4,7.67200000000048,-829.1065673828125,-999.8695678710938,807.3355712890625,-114.28436279296875,-31.258056640625,-727.6282348632812,309.351318359375,-498.0882263183594,0.35176077485084534,0.9879019856452942,6.0053863525390625,2.9903974533081055,0.448,1.0,5.79625976,3.28954595,11.5687309,224,224,0,0.4338
low35,0.35,6.0,3.0,5,7.9210000000002765,-962.6350708007812,-626.8311157226562,167.8427734375,31.737548828125,185.5142822265625,-725.1449584960938,-185.81488037109375,-480.650390625,0.3533746600151062,0.9808815717697144,6.047916412353516,2.988675832748413,0.484,1.0,5.22563121,3.20128243,11.3884699,242,242,0,0.4812
low35,0.35,6.0,3.0,6,7.657000000000153,-824.4848022460938,-782.67578125,643.7965087890625,177.291015625,99.8409423828125,-583.20263671875,163.2919921875,-193.766845703125,0.3509535789489746,0.991910457611084,6.003070831298828,3.0102436542510986,0.462,1.0,7.43343513,3.72206967,13.7838538,231,231,0,0.4624
low35,0.35,6.0,3.0,7,7.671999999999571,-887.6351928710938,-858.0380859375,619.5845947265625,-104.969970703125,-42.6197509765625,-759.9417114257812,185.834228515625,-531.734130859375,0.35101959109306335,0.9926856756210327,5.9853315353393555,2.9928321838378906,0.358,1.0,6.24575621,2.73185508,11.1349173,179,179,0,0.4371
