case,target_active,target_theta_mean,target_theta_sigma,rank,elapsed_seconds,V3,V6,V9,V10,V11,V12,V15,V18,pred_active,pred_forward,pred_theta_mean,pred_theta_sigma,sim_active,sim_forward,sim_theta_mean,sim_theta_sigma,sim_theta_p95,sim_n_active,sim_n_forward,sim_n_backward,sim_bpm_score
low35,0.35,6.0,3.0,8,7.765999999999622,-968.53076171875,-611.2388305664062,180.087890625,33.0562744140625,184.4140625,-717.2835083007812,-194.58331298828125,-501.3848876953125,0.35434776544570923,0.9795742034912109,6.0429368019104,2.9893805980682373,0.462,1.0,5.4584662,3.02485637,10.9436924,231,231,0,0.4672
low35,0.35,6.0,3.0,9,7.344000000000051,-958.9187622070312,-764.0040283203125,464.965576171875,-115.4130859375,-54.32452392578125,-799.5638427734375,-398.60284423828125,147.1688232421875,0.3518313765525818,0.9909383654594421,6.009599685668945,3.0049402713775635,0.274,1.0,6.18822475,2.3592078,10.2661661,137,137,0,0.3084
low35,0.35,6.0,3.0,10,7.905999999999949,-979.3687133789062,-596.0241088867188,192.7005615234375,33.8663330078125,183.26708984375,-709.7237548828125,-197.04754638671875,-529.4970703125,0.3529067635536194,0.9779993295669556,6.056410312652588,2.9920780658721924,0.462,1.0,5.95522087,3.18984869,10.5402296,231,231,0,0.4706
low35,0.35,6.0,3.0,11,7.57799999999952,-798.9130859375,-816.511962890625,588.4859619140625,176.52099609375,94.4013671875,-609.17138671875,108.2064208984375,-179.417724609375,0.3503914773464203,0.993981659412384,5.9992241859436035,3.0160768032073975,0.476,1.0,7.51242761,3.56791329,14.0077994,238,238,0,0.4523
low35,0.35,6.0,3.0,12,7.765000000000327,-914.7115478515625,-612.134521484375,26.27978515625,147.2938232421875,115.757080078125,-691.3751831054688,162.820068359375,-832.0315551757812,0.35089486837387085,0.9728978872299194,6.025147438049316,2.995023727416992,0.224,1.0,8.07788684,4.16243129,13.1506656,112,112,0,0.3178
low40,0.4,5.5,2.8,1,7.875,-679.0999145507812,-673.9366455078125,777.496337890625,-181.30975341796875,-126.30535888671875,-916.2425537109375,-269.0716552734375,-159.6480712890625,0.4019319415092468,0.9967695474624634,5.505188941955566,2.806166887283325,0.482,1.0,6.1780932,4.13363299,14.6986636,241,241,0,0.4599
low40,0.4,5.5,2.8,2,7.390999999999622,-669.8673095703125,-696.8255615234375,826.94775390625,-195.2889404296875,-139.01959228515625,-933.4220581054688,-290.00982666015625,-173.30682373046875,0.4015107750892639,0.9960930943489075,5.511481761932373,2.8047845363616943,0.428,1.0,6.08145307,3.92293115,12.7103869,214,214,0,0.4161
low40,0.4,5.5,2.8,3,7.390999999999622,-841.519287109375,-968.131591796875,802.1649169921875,-102.38604736328125,-35.885009765625,-721.730712890625,302.6103515625,-460.7412109375,0.39973554015159607,0.9927672147750854,5.498703479766846,2.7940735816955566,0.424,1.0,5.036185,3.07569622,10.4610523,212,212,0,0.4364
low40,0.4,5.5,2.8,4,7.281999999999243,-864.5359497070312,-910.0712890625,597.9761962890625,-83.67388916015625,-32.6494140625,-727.2073974609375,179.254150390625,-493.3389892578125,0.4003848135471344,0.9975364804267883,5.479870319366455,2.79191517829895,0.392,1.0,6.23156389,2.61699848,10.7845306,196,196,0,0.4262
low40,0.4,5.5,2.8,5,7.531000000000859,-850.808837890625,-974.12060546875,748.3438720703125,-93.53125,-25.7008056640625,-710.638916015625,296.3447265625,-458.80218505859375,0.3997270464897156,0.9946842193603516,5.478631019592285,2.8050618171691895,0.428,1.0,5.359631,3.15327694,10.8397512,214,214,0,0.4451
low40,0.4,5.5,2.8,6,7.609000000000378,-835.3958740234375,-999.2520751953125,790.6053466796875,-100.35345458984375,-38.01055908203125,-720.3656616210938,303.79052734375,-464.32147216796875,0.4011552333831787,0.9917925000190735,5.503700256347656,2.794438600540161,0.49,1.0,5.35581693,3.13959868,10.6674279,245,245,0,0.48
low40,0.4,5.5,2.8,7,7.29700000000048,-665.7464599609375,-730.5836181640625,904.1744384765625,-193.270751953125,-139.84326171875,-910.4266967773438,-394.6929931640625,-185.55072021484375,0.4020785391330719,0.9950853586196899,5.503996849060059,2.7902235984802246,0.448,1.0,5.49082596,3.06759753,11.1950469,224,224,0,0.4228
low40,0.4,5.5,2.8,8,7.375,-661.5693359375,-729.5062866210938,897.9439697265625,-190.27435302734375,-137.08990478515625,-903.4973754882812,-400.48297119140625,-191.06195068359375,0.4004177153110504,0.9949743151664734,5.492918968200684,2.804750680923462,0.464,1.0,5.77680116,3.20255838,11.2247079,232,232,0,0.4304
low40,0.4,5.5,2.8,9,7.438000000000102,-669.1036376953125,-736.9822998046875,911.0955810546875,-192.13409423828125,-138.951904296875,-905.2485961914062,-419.15789794921875,-185.98406982421875,0.4019145369529724,0.9950462579727173,5.506252288818359,2.7931160926818848,0.428,1.0,5.22695953,3.18202783,10.6691551,214,214,0,0.4028
low40,0.4,5.5,2.8,10,7.468999999999141,-818.3953857421875,-748.8822021484375,459.6033935546875,-121.6651611328125,-91.78399658203125,-844.4172973632812,-155.96002197265625,-269.3692626953125,0.4000656008720398,1.0016916990280151,5.493228912353516,2.793684720993042,0.478,1.0,4.39464162,2.39534543,8.29586362,239,239,0,0.4703
low40,0.4,5.5,2.8,11,7.875,-898.0964965820312,-681.8357543945312,168.558349609375,68.358642578125,109.513671875,-521.9702758789062,356.9879150390625,-588.748291015625,0.39995041489601135,0.9933435320854187,5.473496437072754,2.801389455795288,0.61,1.0,5.03993144,2.98905711,11.0608339,305,305,0,0.6858
low40,0.4,5.5,2.8,12,7.25,-660.864013671875,-728.232177734375,881.6448974609375,-184.49468994140625,-130.964599609375,-891.10546875,-410.11663818359375,-194.41839599609375,0.3998308777809143,0.9950116872787476,5.485550880432129,2.8118205070495605,0.42,1.0,5.4732851,3.31712787,12.6418848,210,210,0,0.3941
low45,0.45,5.0,2.5,1,7.75,-884.5799560546875,-914.9287109375,567.2496337890625,-55.18798828125,-6.51861572265625,-674.9458618164062,197.684326171875,-422.04693603515625,0.44917231798171997,1.0022318363189697,4.98392391204834,2.4930179119110107,0.446,1.0,5.64385369,2.62034392,10.3881344,223,223,0,0.4631
low45,0.45,5.0,2.5,2,7.70299999999952,-857.4598388671875,-980.797607421875,792.5023193359375,-82.55706787109375,-37.18304443359375,-699.0020751953125,281.019775390625,-422.90570068359375,0.44995060563087463,0.9951251745223999,4.985116481781006,2.5036067962646484,0.49,1.0,5.67780785,2.78588557,10.3363018,245,245,0,0.4574
low45,0.45,5.0,2.5,3,7.45299999999952,-681.0252685546875,-686.0225830078125,854.5628662109375,-186.6953125,-143.51031494140625,-931.5048217773438,-291.86993408203125,-140.07342529296875,0.4506627917289734,0.9964907765388489,4.990131378173828,2.518641948699951,0.562,1.0,4.95089243,2.87530172,9.81253786,281,281,0,0.5361
low45,0.45,5.0,2.5,4,7.563000000000102,-676.8896484375,-682.5986328125,840.6033935546875,-182.34747314453125,-139.04766845703125,-924.662841796875,-287.22918701171875,-141.41595458984375,0.45058146119117737,0.9964763522148132,4.988583564758301,2.524672746658325,0.526,1.0,5.2405913,2.87825887,10.0757681,263,263,0,0.4994
low45,0.45,5.0,2.5,5,7.4539999999997235,-691.9158325195312,-704.0928955078125,904.1195068359375,-193.46014404296875,-151.5645751953125,-935.38232421875,-346.22882080078125,-141.0804443359375,0.4507705271244049,0.996393084526062,4.988259792327881,2.503206729888916,0.522,1.0,4.9134605,2.65118407,9.4886892,261,261,0,0.5066
low45,0.45,5.0,2.5,6,7.641000000001441,-694.6268310546875,-706.8292236328125,910.699462890625,-193.83905029296875,-152.4844970703125,-934.3915405273438,-360.107177734375,-141.5013427734375,0.4503256380558014,0.9963124394416809,4.972675323486328,2.4967904090881348,0.484,1.0,4.91466819,2.49118723,9.63359106,242,242,0,0.4665
low45,0.45,5.0,2.5,7,7.25,-866.5594482421875,-662.45068359375,772.08251953125,-188.9964599609375,-151.20013427734375,-937.6119995117188,-429.758056640625,-95.6357421875,0.4490675926208496,0.9944831728935242,5.023501396179199,2.4553773403167725,0.42,1.0,3.9563784,1.81490974,6.92989369,210,210,0,0.42
low45,0.45,5.0,2.5,8,8.343999999999141,-856.0359497070312,-999.8948974609375,784.62841796875,-81.8555908203125,-36.474853515625,-698.5345458984375,293.736083984375,-406.96551513671875,0.4511798918247223,0.9954740405082703,5.00078010559082,2.4977471828460693,0.55,1.0,5.17060667,2.80155775,10.3788478,275,275,0,0.5195
low45,0.45,5.0,2.5,9,7.40599999999904,-693.2119140625,-717.0189819335938,930.9691162109375,-192.59222412109375,-150.9327392578125,-927.5221557617188,-389.1243896484375,-136.2840576171875,0.45147237181663513,0.9963609576225281,4.999065399169922,2.4964096546173096,0.444,1.0,5.00224025,2.49643182,9.02412426,222,222,0,0.4314
low45,0.45,5.0,2.5,10,7.57799999999952,-684.4912109375,-715.6951904296875,931.1036376953125,-191.24951171875,-149.90985107421875,-925.5726318359375,-379.0213623046875,-139.54547119140625,0.45141488313674927,0.9962995648384094,4.997584819793701,2.49897837638855,0.474,1.0,4.74349289,2.64458874,9.28576391,237,237,0,0.4586
low45,0.45,5.0,2.5,11,7.42200000000048,-697.0059814453125,-718.6265869140625,936.1961669921875,-193.218994140625,-151.68890380859375,-927.9774169921875,-396.41748046875,-133.65655517578125,0.4516456127166748,0.9963979721069336,5.000565052032471,2.4905178546905518,0.508,1.0,4.85259738,2.35599251,9.06028275,254,254,0,0.4975
low45,0.45,5.0,2.5,12,7.29700000000048,-764.3197021484375,-861.1353149414062,761.85009765625,-163.41766357421875,-170.13812255859375,-882.811767578125,-628.6549682617188,-397.35504150390625,0.4495083689689636,1.0029935836791992,4.956376552581787,2.5250213146209717,0.322,1.0,3.59680221,2.5167647,8.04783954,161,161,0,0.3143
low50,0.5,5.0,2.5,1,7.82799999999952,-674.7174682617188,-707.6224365234375,899.474365234375,-187.34124755859375,-148.3385009765625,-944.3016357421875,-300.9010009765625,-116.1090087890625,0.5008814930915833,0.997899055480957,4.985620498657227,2.5200390815734863,0.55,1.0,5.29441517,2.66273129,9.25134937,275,275,0,0.5276
low50,0.5,5.0,2.5,2,7.671999999998661,-669.8059692382812,-687.25,844.52880859375,-177.7763671875,-138.29559326171875,-936.2012939453125,-251.38153076171875,-114.9608154296875,0.5007880926132202,0.9975174069404602,4.990678310394287,2.5242130756378174,0.574,1.0,5.28596894,3.18354346,9.86382425,287,287,0,0.553
low50,0.5,5.0,2.5,3,7.40599999999904,-679.576416015625,-716.8362426757812,912.234130859375,-188.7403564453125,-149.5914306640625,-943.3228149414062,-328.06170654296875,-111.01824951171875,0.5010470151901245,0.9980940818786621,4.9699907302856445,2.506067991256714,0.552,1.0,5.31949543,2.75617876,10.0648969,276,276,0,0.5317
low50,0.5,5.0,2.5,4,7.563000000000102,-655.3765258789062,-691.2069702148438,861.5084228515625,-175.15277099609375,-136.595703125,-928.1452026367188,-257.99261474609375,-123.1146240234375,0.5008776783943176,0.9971112012863159,4.9948930740356445,2.517345428466797,0.558,1.0,5.35360712,2.72337112,9.91532138,279,279,0,0.5363
low50,0.5,5.0,2.5,5,7.5,-667.5260009765625,-708.349609375,897.593505859375,-184.29443359375,-144.95489501953125,-937.9139404296875,-299.64068603515625,-115.83099365234375,0.5007108449935913,0.997706413269043,4.988899230957031,2.5140020847320557,0.538,1.0,5.32672401,3.27119944,11.2014472,269,269,0,0.5177
low50,0.5,5.0,2.5,6,7.57799999999952,-676.6275024414062,-720.4901123046875,916.252197265625,-187.3228759765625,-147.254638671875,-938.5619506835938,-336.90484619140625,-108.0849609375,0.5007055997848511,0.9980654716491699,4.9923810958862305,2.5064139366149902,0.56,1.0,5.12198382,2.39332401,9.33753107,280,280,0,0.5474
low50,0.5,5.0,2.5,7,7.609000000000378,-686.870849609375,-728.666015625,929.175537109375,-189.48846435546875,-148.810791015625,-939.3348388671875,-364.6461181640625,-98.35784912109375,0.5010656118392944,0.998397707939148,4.99993371963501,2.496100902557373,0.56,1.0,5.50755536,2.90298561,10.6686592,280,280,0,0.5327
low50,0.5,5.0,2.5,8,7.515999999999622,-674.0274658203125,-727.44482421875,932.651611328125,-187.61529541015625,-147.9229736328125,-936.6565551757812,-353.5599365234375,-103.892578125,0.5010151863098145,0.9981908798217773,4.999316215515137,2.4964892864227295,0.54,1.0,5.23103145,2.64306201,9.68792522,270,270,0,0.5162
low50,0.5,5.0,2.5,9,7.516000000001441,-681.9361572265625,-730.255126953125,934.8563232421875,-188.85528564453125,-148.536865234375,-937.5953369140625,-366.40692138671875,-98.4703369140625,0.5010327100753784,0.9983634948730469,5.0013251304626465,2.49235463142395,0.574,1.0,5.28128896,2.59471141,10.2547058,287,287,0,0.5544
low50,0.5,5.0,2.5,10,7.5789999999997235,-875.37548828125,-990.425537109375,815.3592529296875,-78.917236328125,-43.96636962890625,-701.83056640625,259.4287109375,-410.4349365234375,0.49955853819847107,0.996966540813446,4.9763665199279785,2.5088348388671875,0.494,1.0,5.32710605,2.52214825,9.89871416,247,247,0,0.4642
low50,0.5,5.0,2.5,11,7.54700000000048,-876.7276611328125,-971.2919311523438,853.5191650390625,-91.42596435546875,-66.87469482421875,-728.565673828125,263.262451171875,-431.23468017578125,0.5006210207939148,0.9915522336959839,5.002631187438965,2.5067355632781982,0.504,1.0,5.0479557,2.49369563,9.28204704,252,252,0,0.4777
low50,0.5,5.0,2.5,12,7.375,-697.520751953125,-737.4638671875,903.9886474609375,-183.0018310546875,-138.240478515625,-919.3807983398438,-428.6500244140625,-88.88604736328125,0.5002643465995789,0.9980729818344116,4.984678745269775,2.5045876502990723,0.506,1.0,5.33864686,2.74214228,9.60980855,253,253,0,0.4822
