loss,V3,V6,V9,V10,V11,V12,V15,V18,pred_detector_active_contact_fraction,pred_detector_active_forward_fraction,pred_detector_contact_angle_theta_mean_deg,pred_detector_contact_angle_theta_sigma_deg,unc_detector_active_contact_fraction,unc_detector_active_forward_fraction,unc_detector_contact_angle_theta_mean_deg,unc_detector_contact_angle_theta_sigma_deg,pred_viability_prob,unc_viability_prob
0.014981232583522797,-920.859130859375,-605.2371826171875,93.151611328125,-34.17132568359375,53.2384033203125,-729.0425415039062,-46.84051513671875,-786.306640625,0.25415974855422974,0.9902316927909851,7.482115745544434,3.9660630226135254,0.03110983967781067,0.029123995453119278,0.008917992003262043,0.1867990493774414,0.8819916844367981,0.09462419152259827
0.01518053375184536,-733.658447265625,-868.8193969726562,658.0633544921875,67.823974609375,18.62261962890625,-918.3365478515625,22.1617431640625,-254.34173583984375,0.24869903922080994,1.0002877712249756,7.4940361976623535,3.9937195777893066,0.026754533872008324,0.00891837663948536,0.13756494224071503,0.10001803189516068,0.8674332499504089,0.11413082480430603
0.015457685105502605,-668.8519287109375,-857.4080810546875,788.070556640625,80.5391845703125,-144.97235107421875,-884.1095581054688,144.4530029296875,-25.72412109375,0.25011974573135376,0.9964720010757446,7.47313928604126,4.006279945373535,0.054012857377529144,0.008716359734535217,0.09576112031936646,0.11955760419368744,0.6980383992195129,0.21436797082424164
0.015531035140156746,-734.248291015625,-781.583251953125,585.0550537109375,148.1590576171875,87.4376220703125,-699.1040649414062,389.2572021484375,-325.50567626953125,0.2518126368522644,0.9871214628219604,7.497403621673584,4.002918243408203,0.07843085378408432,0.017328349873423576,0.0031583146192133427,0.20206137001514435,0.8826937675476074,0.10131099075078964
0.015627911314368248,-727.9218139648438,-871.7789306640625,660.6605224609375,69.1239013671875,18.10382080078125,-917.567138671875,17.04217529296875,-237.2947998046875,0.24847808480262756,1.0004805326461792,7.488433837890625,3.995990753173828,0.028470933437347412,0.009371255524456501,0.16123446822166443,0.08576101809740067,0.8682720065116882,0.11366821825504303
0.01582157425582409,-671.0902709960938,-868.97314453125,770.73876953125,82.3084716796875,-136.793701171875,-889.3312377929688,109.383056640625,-30.249267578125,0.24953940510749817,0.9940738677978516,7.446011543273926,4.013835906982422,0.04734846577048302,0.006486467085778713,0.17333966493606567,0.0443587452173233,0.6977464556694031,0.21786972880363464
0.015854611992836,-668.083740234375,-861.1278686523438,801.5933837890625,86.072265625,-141.33197021484375,-869.5791015625,138.2017822265625,-55.656494140625,0.24950066208839417,0.9959748983383179,7.4524641036987305,4.011868476867676,0.05049142614006996,0.008847651071846485,0.12254223972558975,0.09819766879081726,0.6999998092651367,0.20803478360176086
0.01775246486067772,-794.8452758789062,-719.8797607421875,531.28125,130.3016357421875,103.228271484375,-724.1390380859375,361.8067626953125,-326.565673828125,0.2504942715167999,0.9926465749740601,7.4931135177612305,4.005969524383545,0.05012210085988045,0.009665499441325665,0.08650477230548859,0.22790659964084625,0.8458550572395325,0.139195054769516
0.017957786098122597,-771.2515869140625,-841.70556640625,466.697509765625,47.873291015625,25.59716796875,-964.2449340820312,-22.0804443359375,-470.9586181640625,0.2511671781539917,1.0000070333480835,7.500164985656738,4.002023220062256,0.027514323592185974,0.010353506542742252,0.13525742292404175,0.16948983073234558,0.8491607904434204,0.15564768016338348
0.018006350845098495,-709.8718872070312,-427.33349609375,901.5172119140625,156.128662109375,216.97705078125,-431.9755859375,132.41845703125,-331.33282470703125,0.2524818480014801,0.977429211139679,7.512620449066162,3.974494218826294,0.051396846771240234,0.021242327988147736,0.11874663829803467,0.13998357951641083,0.7879887819290161,0.36279746890068054
