case,target_active,target_theta_mean,target_theta_sigma,rank,elapsed_seconds,V3,V6,V9,V10,V11,V12,V15,V18,pred_active,pred_forward,pred_theta_mean,pred_theta_sigma,sim_active,sim_forward,sim_theta_mean,sim_theta_sigma,sim_theta_p95,sim_n_active,sim_n_forward,sim_n_backward,sim_bpm_score
smoke45v,0.45,5.0,2.5,1,13.437000000000012,-841.2486572265625,-999.9802856445312,946.0875244140625,-95.21026611328125,-96.4361572265625,-747.716796875,-486.10662841796875,-222.4317626953125,0.45696592330932617,0.9938008189201355,5.026583671569824,2.4705097675323486,0.426,1.0,5.02675008,1.43064114,7.09658506,213,213,0,0.4172
