 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
1000.0098258, 0.0000000
1000.0000003, 0.0000000
999.9901750, 0.0000000
999.9999995, 0.0000000
1000.0098244, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
1000.0167516, 0.0000002
1000.0000001, 0.0104288
999.9832498, 0.0000002
999.9999992,-0.0104284
1000.0167500, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
1000.0526706, 0.0000008
999.9999962, 0.0440140
999.9473384, 0.0000004
999.9999954,-0.0440131
1000.0526682,-0.0000001
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
1000.2001496, 0.0000034
999.9999321, 0.1810393
999.7999855, 0.0000001
999.9999325,-0.1810375
1000.2001456,-0.0000005
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
1000.8169929, 0.0000144
999.9987876, 0.7640134
999.1854188,-0.0000030
999.9987956,-0.7640104
1000.8169854,-0.0000022
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
 0.0000000, 0.0000000
1003.4714465, 0.0000625
999.9774365, 3.2926901
996.5736212,-0.0000196
999.9774826,-3.2926875
