------ Begin Next Fly'm ------


"Begin Fly'm (Mon Jun 17 14:40:40 2024)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 500"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","YES","YES","YES","NO ","NO ","NO ","NO "


"Ion N","Events","TOF","Mass","Charge","X","Y","Z","Vt","Azm","Elv","KE Error"

1,1,0,44,1,79.7067,76.2681,87.1126,0,0,0,0
------ Begin Next Fly'm ------


"Begin Fly'm (Mon Jun 17 14:41:08 2024)"
"Ions Flown Separately, Comp Quality(3)"
"Number of Ions to Fly = 500"
"Changes:","Mass","Charge","X","Y","Z","KE","Azm","Elv","Time of Birth"
" ","NO ","NO ","YES","YES","YES","NO ","NO ","NO ","NO "


"Ion N","Events","TOF","Mass","Charge","X","Y","Z","Vt","Azm","Elv","KE Error"

135,16,320146,44,1,70.4868,79.6416,1.21833e-006,0.000304299,95.6008,2.10544,2.86421e-011
136,1,0,44,1,77.7672,77.2793,90.7931,0,0,0,0
136,4,241848,44,1,63,85.3682,4.71325,0.000407421,100.109,5.50013,2.28579e-011
137,1,0,44,1,80.4231,75.3679,89.1782,0,0,0,0
137,16,270526,44,1,85.2893,69.4579,1.38439e-006,0.000371362,86.7335,-3.93215,3.04895e-011
138,1,0,44,1,80.2596,76.3036,86.8617,0,0,0,0
138,16,304734,44,1,83.9169,77.3165,1.44913e-006,0.00032136,87.4698,0.696408,1.49845e-011
139,1,0,44,1,79.8474,76.7137,86.8504,0,0,0,0
139,16,304873,44,1,80.5148,80.6679,1.74473e-006,0.000321223,89.5204,2.71377,3.04072e-011
140,1,0,44,1,77.7701,76.504,86.7634,0,0,0,0
140,16,312109,44,1,63.1554,78.9763,8.07701e-007,0.000316841,99.9247,1.67421,8.53586e-012
141,1,0,44,1,79.5229,77.3919,89.5403,0,0,0,0
141,16,266088,44,1,77.6303,86.5349,1.29384e-006,0.000379456,91.2386,6.05631,1.65721e-011
142,1,0,44,1,78.397,76.3625,88.8574,0,0,0,0
142,16,276472,44,1,68.1292,77.8295,6.21185e-007,0.000363152,96.8321,0.977607,2.36166e-011
143,1,0,44,1,78.8442,75.0603,89.0589,0,0,0,0
143,16,273628,44,1,71.8982,66.8542,5.13804e-008,0.000367756,94.617,-5.45191,3.20739e-011
144,1,0,44,1,79.1261,74.8385,86.7768,0,0,0,0
144,16,308836,44,1,74.5344,65.2509,1.72807e-006,0.000318458,93.1312,-6.54684,1.40631e-011
145,1,0,44,1,80.5107,74.8705,90.3873,0,0,0,0
145,16,255151,44,1,86.0838,65.0692,7.3106e-007,0.000399791,86.3154,-6.41208,1.51394e-011
146,1,0,44,1,79.826,75.3943,90.0263,0,0,0,0
146,16,258044,44,1,80.1959,69.6271,1.41724e-006,0.000392136,89.7363,-3.80575,5.58048e-011
147,1,0,44,1,80.2542,75.3654,88.0679,0,0,0,0
147,16,286659,44,1,83.8687,69.5307,3.77656e-007,0.000346389,87.5351,-3.93578,3.26193e-011
148,1,0,44,1,80.3824,75.8088,89.9239,0,0,0,0
148,16,259365,44,1,84.9369,73.1385,4.70447e-007,0.000389618,86.968,-1.76271,3.08894e-011
149,1,0,44,1,80.1839,75.9395,90.6667,0,0,0,0
149,16,249007,44,1,83.2346,74.2242,4.60844e-007,0.00040853,87.9794,-1.12288,1.04422e-011
150,1,0,44,1,78.6996,77.8188,86.2719,0,0,0,0
150,16,319729,44,1,71.0458,89.7492,1.6699e-006,0.000307414,95.2554,8.15687,1.44794e-011
151,1,0,44,1,78.6682,75.8029,86.7595,0,0,0,0
151,16,308003,44,1,70.7478,73.199,6.93869e-007,0.000318572,95.4066,-1.77886,9.61833e-012
152,1,0,44,1,80.0323,74.5964,87.2244,0,0,0,0
152,16,302047,44,1,82.0495,63.1953,1.23519e-006,0.000327392,88.5998,-7.74005,1.75433e-011
153,1,0,44,1,79.7377,74.6514,87.0076,0,0,0,0
153,16,305265,44,1,79.6024,63.6802,9.99969e-007,0.000323033,90.0714,-7.47249,3.5105e-011
154,1,0,44,1,80.1449,76.7779,88.1712,0,0,0,0
154,16,284575,44,1,82.9407,81.2557,1.13446e-006,0.00034894,88.0906,3.02297,2.52524e-011
155,1,0,44,1,81.063,75.975,86.6792,0,0,0,0
155,16,309710,44,1,90.5695,74.6176,1.67078e-006,0.000316853,83.4678,-0.925924,5.22036e-012
156,1,0,44,1,78.9151,75.1824,87.0491,0,0,0,0
156,16,303701,44,1,72.7622,68.0832,9.71395e-007,0.000324299,94.1863,-4.83548,3.01868e-011
157,1,0,44,1,79.631,77.9313,89.8456,0,0,0,0
157,16,263749,44,1,78.5251,91.1877,1.64906e-006,0.000385611,90.713,8.71536,1.5489e-011
158,1,0,44,1,80.706,75.4846,89.5994,0,0,0,0
158,16,264886,44,1,87.698,70.397,1.1784e-006,0.000381148,85.3437,-3.3638,2.35385e-011
159,1,0,44,1,78.8293,75.7608,90.2228,0,0,0,0
159,16,256038,44,1,71.6513,72.7182,1.47078e-006,0.000396513,94.7079,-1.99801,1.76884e-011
160,1,0,44,1,79.4257,75.1448,88.3861,0,0,0,0
160,16,282281,44,1,76.9033,67.6577,1.23664e-007,0.000353189,91.6799,-5.02939,1.94334e-011
161,1,0,44,1,79.1148,75.9139,88.2399,0,0,0,0
161,16,283531,44,1,74.3219,74.0862,1.2114e-007,0.000350459,93.2133,-1.23011,1.90074e-011
162,1,0,44,1,77.5648,76.9981,88.4441,0,0,0,0
162,4,279022,44,1,61.5245,83,2.94835,0.000351232,101.038,4.104,1.09198e-011
163,1,0,44,1,80.1639,76.4335,88.4839,0,0,0,0
163,16,279624,44,1,83.0952,78.4092,1.02948e-006,0.000355994,88.0067,1.33077,1.25751e-011
164,1,0,44,1,79.3365,77.5344,88.6872,0,0,0,0
164,16,279061,44,1,76.1152,87.664,3.23935e-007,0.000359265,92.1423,6.76689,1.93597e-011
165,1,0,44,1,80.3731,78.013,86.2055,0,0,0,0
165,16,320682,44,1,84.9187,91.3338,5.56949e-007,0.000306205,86.8371,9.12284,7.53338e-012
166,1,0,44,1,79.1548,76.9432,88.1102,0,0,0,0
166,16,286122,44,1,74.6666,82.6312,7.42639e-007,0.000347281,93.0124,3.83658,2.97314e-011
167,1,0,44,1,77.6901,77.2212,88.3269,0,0,0,0
167,16,289222,44,1,62.0637,85.0916,1.39287e-006,0.000348712,100.408,5.20741,1.51936e-011
168,1,0,44,1,78.5882,76.7381,87.7507,0,0,0,0
168,16,292753,44,1,69.933,80.9266,7.67638e-007,0.000338911,95.8381,2.82855,2.09098e-011
169,1,0,44,1,80.6898,78.051,88.7737,0,0,0,0
169,16,280836,44,1,87.6037,92.1051,6.91772e-007,0.000359572,85.351,9.3147,1.50993e-011
170,1,0,44,1,79.3876,77.9778,86.4747,0,0,0,0
170,16,315653,44,1,76.7401,91.0777,6.15831e-007,0.000311663,91.8035,8.95446,1.16717e-011
171,1,0,44,1,79.2407,75.3502,88.0685,0,0,0,0
171,16,286730,44,1,75.3837,69.405,1.47535e-007,0.00034638,92.588,-4.00971,4.19044e-011
172,1,0,44,1,81.1163,76.8483,88.0772,0,0,0,0
172,16,288366,44,1,91.0985,81.861,9.68745e-007,0.000345671,83.258,3.36509,3.01444e-011
173,1,0,44,1,77.8294,76.9779,88.9936,0,0,0,0
173,16,277788,44,1,63.1649,83.055,1.12733e-006,0.000364454,99.7044,4.00315,3.71045e-011
174,1,0,44,1,80.8282,76.1401,88.7625,0,0,0,0
174,16,276603,44,1,88.6913,75.9544,1.86324e-007,0.000361768,84.7182,-0.122189,2.5147e-011
175,1,0,44,1,78.1089,75.3891,87.259,0,0,0,0
175,16,302803,44,1,65.9486,69.728,1.46958e-006,0.000327486,98.2324,-3.82017,1.91599e-011
176,1,0,44,1,78.1962,75.0712,87.0581,0,0,0,0
176,16,306466,44,1,66.7003,67.1017,1.57093e-006,0.000323172,97.8055,-5.38959,3.04951e-011
177,1,0,44,1,78.9651,77.4565,88.1328,0,0,0,0
177,16,287666,44,1,73.0464,86.946,7.14151e-007,0.000346768,93.9752,6.37373,1.81871e-011
178,1,0,44,1,79.0265,76.0798,88.7712,0,0,0,0
178,16,275783,44,1,73.5112,75.4562,1.49814e-006,0.000362352,93.6764,-0.415758,2.11789e-011
179,1,0,44,1,79.2488,76.3121,88.6959,0,0,0,0
179,16,276625,44,1,75.3949,77.4003,4.04862e-007,0.000360718,92.5668,0.731679,1.60869e-011
180,1,0,44,1,81.0809,76.2188,88.4158,0,0,0,0
180,16,282556,44,1,90.8148,76.6155,1.71312e-006,0.000353472,83.4496,0.267248,1.1601e-011
181,1,0,44,1,78.5027,74.7918,89.8377,0,0,0,0
181,16,264432,44,1,68.8131,64.4181,9.68901e-008,0.000385088,96.3785,-6.79889,2.33086e-011
182,1,0,44,1,81.0151,75.2664,87.5615,0,0,0,0
182,16,296487,44,1,90.2433,68.7108,1.0932e-006,0.000334539,83.7223,-4.42524,1.34913e-011
183,1,0,44,1,78.6664,76.6718,87.664,0,0,0,0
183,16,293758,44,1,70.6082,80.371,1.51575e-006,0.000337222,95.4421,2.50307,1.78069e-011
184,1,0,44,1,81.4227,76.575,86.6737,0,0,0,0
184,16,311652,44,1,93.5972,79.5569,1.06736e-006,0.000315927,81.6644,2.0298,1.14343e-011
185,1,0,44,1,79.0816,74.7379,86.5712,0,0,0,0
185,16,312693,44,1,74.1818,64.4355,2.07782e-007,0.000314148,93.3506,-7.04617,1.34003e-011
186,1,0,44,1,80.2282,75.8663,86.6595,0,0,0,0
186,16,308046,44,1,83.6632,73.7372,1.11236e-006,0.000317286,87.6163,-1.46118,5.68757e-012
187,1,0,44,1,78.0712,75.9999,89.2691,0,0,0,0
187,16,271674,44,1,65.2631,74.7643,1.71377e-006,0.000372075,98.4663,-0.81389,1.86398e-011
188,1,0,44,1,78.7834,75.0885,88.8118,0,0,0,0
188,16,277352,44,1,71.403,67.1065,2.39413e-007,0.00036201,94.9194,-5.31652,1.80555e-011
189,1,0,44,1,77.8434,76.2178,89.9685,0,0,0,0
189,16,262931,44,1,63.1087,76.6109,1.25816e-006,0.000388069,99.6434,0.257578,4.01346e-011
190,1,0,44,1,78.4358,78.0215,87.0331,0,0,0,0
190,16,309177,44,1,68.6774,91.6017,9.61931e-007,0.000321623,96.6348,9.16017,2.67898e-011
191,1,0,44,1,78.9176,76.4527,87.155,0,0,0,0
191,16,300797,44,1,72.7961,78.5423,2.8365e-007,0.000327011,94.1594,1.42669,1.39886e-011
192,1,0,44,1,78.923,76.939,90.0072,0,0,0,0
192,16,259231,44,1,72.479,82.7243,1.57496e-006,0.000391038,94.2363,3.81142,4.01794e-011
193,1,0,44,1,78.6811,77.4166,86.6615,0,0,0,0
193,16,311657,44,1,70.8442,86.4816,1.66251e-006,0.000315727,95.3555,6.18559,1.08935e-011
194,1,0,44,1,78.9329,76.0816,87.3784,0,0,0,0
194,16,297022,44,1,72.8966,75.4886,4.94709e-007,0.000331826,94.0907,-0.401668,1.90755e-011
195,1,0,44,1,78.7255,75.76,89.0433,0,0,0,0
195,16,272842,44,1,70.9117,72.7585,7.33396e-007,0.000367955,95.1938,-1.99674,3.72465e-011
196,1,0,44,1,80.164,76.8577,90.727,0,0,0,0
196,16,248683,44,1,83.0587,82.0583,1.84156e-007,0.00040976,88.0828,3.40687,1.89132e-011
197,1,0,44,1,79.3873,75.9347,90.1806,0,0,0,0
197,16,255483,44,1,76.4462,74.207,1.83707e-006,0.000396254,91.9222,-1.13775,2.9102e-011
198,1,0,44,1,79.5175,77.8197,90.2863,0,0,0,0
198,16,257238,44,1,77.5223,90.2859,1.73703e-006,0.000396761,91.2958,8.16083,1.7137e-011
199,1,0,44,1,81.0388,75.6809,89.2261,0,0,0,0
199,16,270824,44,1,90.5076,72.07,1.55925e-006,0.000371896,83.6853,-2.39232,1.35199e-011
200,1,0,44,1,79.1548,76.1357,88.8108,0,0,0,0
200,16,274977,44,1,74.593,75.9241,1.44785e-007,0.000363379,93.0373,-0.139952,3.18541e-011
201,1,0,44,1,79.647,77.9794,90.836,0,0,0,0
201,16,250472,44,1,78.5957,91.7648,7.89981e-007,0.000410277,90.6695,8.95629,1.21501e-011
202,1,0,44,1,78.4717,76.9096,86.5383,0,0,0,0
202,16,312850,44,1,69.1427,82.2813,1.17595e-006,0.000313671,96.3812,3.67443,1.57513e-011
203,1,0,44,1,78.2009,75.001,86.4408,0,0,0,0
203,16,316838,44,1,66.8437,66.5747,4.64698e-008,0.000310745,97.7685,-5.73911,9.77837e-012
204,1,0,44,1,79.7213,77.925,89.99,0,0,0,0
204,16,261655,44,1,79.2908,91.1479,1.89854e-007,0.000389201,90.265,8.68004,4.02411e-011
205,1,0,44,1,80.2603,76.4726,86.7521,0,0,0,0
205,16,306641,44,1,83.9277,78.6997,1.46876e-006,0.00031909,87.4596,1.53045,5.74415e-012
206,1,0,44,1,79.5569,75.0563,87.1435,0,0,0,0
206,16,301597,44,1,78.0921,67.0503,6.60769e-007,0.000326494,90.981,-5.45735,1.53444e-011
207,1,0,44,1,80.8218,77.9845,88.8953,0,0,0,0
207,16,278994,44,1,88.7214,91.549,1.312e-006,0.000362366,84.7021,8.97482,2.53378e-011
208,1,0,44,1,80.8751,77.9144,89.1149,0,0,0,0
208,16,275547,44,1,89.1716,90.9704,1.17488e-006,0.000367542,84.4527,8.61865,3.02517e-011
209,1,0,44,1,79.9364,75.6484,88.9957,0,0,0,0
209,16,272139,44,1,81.1678,71.8366,4.10546e-007,0.000367727,89.1559,-2.54674,5.34701e-011
210,1,0,44,1,78.909,76.9096,86.1465,0,0,0,0
210,16,317868,44,1,72.8513,82.2337,1.16261e-006,0.000306637,94.1656,3.67264,1.5409e-011
211,1,0,44,1,79.1777,76.5082,87.2648,0,0,0,0
211,16,298522,44,1,74.9496,78.9985,9.10851e-007,0.000329567,92.8652,1.69992,1.89159e-011
212,1,0,44,1,80.8565,77.6704,89.1077,0,0,0,0
212,16,274562,44,1,88.9902,88.8772,9.8952e-007,0.000367998,84.5601,7.4149,3.97578e-011
213,1,0,44,1,81.4508,76.35,88.0981,0,0,0,0
213,16,288925,44,1,93.939,77.7133,1.1433e-006,0.000345651,81.5948,0.913417,2.3431e-011
214,1,0,44,1,78.2512,77.3111,89.4262,0,0,0,0
214,16,270412,44,1,66.7369,85.9054,1.02074e-008,0.000375149,97.6051,5.65418,2.52571e-011
215,1,0,44,1,80.2779,77.4178,90.2737,0,0,0,0
215,16,256188,44,1,84.0505,86.8268,1.47438e-006,0.000397251,87.4944,6.17468,1.90699e-011
216,1,0,44,1,79.4866,77.1534,89.9142,0,0,0,0
216,16,260218,44,1,77.2997,84.5319,1.3438e-006,0.000388912,91.4284,4.87308,2.6467e-011
217,1,0,44,1,80.3621,75.5175,87.1815,0,0,0,0
217,16,300290,44,1,84.7689,70.848,4.50089e-009,0.000327622,86.9681,-3.18292,1.81863e-011
218,1,0,44,1,81.0414,76.9998,86.0694,0,0,0,0
218,16,320716,44,1,90.3632,82.9912,7.29862e-007,0.000304531,83.5463,4.1196,1.26216e-011
219,1,0,44,1,79.5587,77.3192,86.1344,0,0,0,0
219,16,318277,44,1,78.1876,85.5786,9.16172e-007,0.000306289,90.9274,5.7002,1.51134e-011
220,1,0,44,1,78.8874,78.1962,89.7338,0,0,0,0
220,16,267648,44,1,72.1152,93.5325,1.23654e-006,0.000381502,94.4655,10.0392,1.10394e-011
221,1,0,44,1,81.328,76.482,90.3611,0,0,0,0
221,16,255830,44,1,93.0808,78.8518,9.1026e-007,0.000398916,82.2866,1.54817,1.57189e-011
222,1,0,44,1,78.9944,76.8499,89.6319,0,0,0,0
222,16,264129,44,1,73.1356,81.9457,1.82585e-006,0.0003821,93.8675,3.37455,1.32965e-011
223,1,0,44,1,79.9892,76.4546,88.9719,0,0,0,0
223,16,272284,44,1,81.6097,78.5909,1.66505e-006,0.000367273,88.8952,1.43119,3.91489e-011
224,1,0,44,1,79.3798,76.7326,88.055,0,0,0,0
224,16,286307,44,1,76.556,80.8765,1.75811e-006,0.000346408,91.8898,2.8017,4.16535e-011
225,1,0,44,1,79.8391,77.3786,88.6775,0,0,0,0
225,16,278386,44,1,80.3619,86.3382,1.12432e-006,0.000359509,89.6283,5.99644,2.01329e-011
226,1,0,44,1,79.162,77.8537,90.7191,0,0,0,0
226,16,251926,44,1,74.4078,90.6733,1.48142e-006,0.000407392,93.0972,8.33726,2.51662e-011
227,1,0,44,1,77.8651,76.4217,90.7969,0,0,0,0
227,16,251690,44,1,63.1005,78.3734,5.36237e-007,0.000408794,99.5725,1.26209,1.33653e-011
228,1,0,44,1,78.7976,77.5368,89.7059,0,0,0,0
228,16,265390,44,1,71.3969,87.8253,2.55653e-007,0.000382443,94.8816,6.77194,1.58355e-011
229,1,0,44,1,79.3771,76.0635,88.2948,0,0,0,0
229,16,282246,44,1,76.515,75.3307,9.87778e-007,0.00035196,91.9106,-0.49235,2.87132e-011
230,1,0,44,1,79.5035,75.6465,89.385,0,0,0,0
230,16,266745,44,1,77.4888,71.7986,9.46837e-007,0.000376683,91.3226,-2.55892,1.24389e-011
231,1,0,44,1,81.024,76.4671,86.8617,0,0,0,0
231,16,306729,44,1,90.2521,78.6637,8.84831e-008,0.000320491,83.6708,1.49961,9.88108e-012
232,1,0,44,1,79.0384,75.5302,86.7707,0,0,0,0
232,16,307157,44,1,73.8298,70.9672,1.61345e-006,0.000319117,93.5537,-3.12383,8.41762e-012
233,1,0,44,1,81.0329,76.3665,90.6582,0,0,0,0
233,16,250786,44,1,90.5391,77.8651,1.15087e-006,0.000407138,83.7652,0.979819,7.03726e-013
234,1,0,44,1,77.515,76.6273,87.8522,0,0,0,0
234,4,291646,44,1,61,79.985,1.55955,0.000338557,101.25,2.27545,2.32994e-011
235,1,0,44,1,79.4105,75.3343,88.3252,0,0,0,0
235,16,282743,44,1,76.7835,69.2514,2.9959e-007,0.000352076,91.7515,-4.09204,2.21414e-011
236,1,0,44,1,78.5805,76.0155,90.7284,0,0,0,0
236,16,249722,44,1,69.4151,74.8728,1.08166e-006,0.000409082,95.9732,-0.74376,2.36411e-011
237,1,0,44,1,77.9613,75.9117,89.8818,0,0,0,0
237,16,263620,44,1,64.1656,73.9939,1.35821e-006,0.000386283,99.047,-1.25295,1.82403e-011
238,1,0,44,1,78.4462,75.5032,86.5979,0,0,0,0
238,16,311862,44,1,68.9054,70.7293,1.36734e-006,0.000314837,96.5212,-3.26015,1.16238e-011
239,1,0,44,1,79.8763,75.8565,89.8057,0,0,0,0
239,16,260461,44,1,80.6285,73.5545,1.70548e-006,0.000387119,89.482,-1.52355,2.94862e-011
240,1,0,44,1,80.3313,75.8322,86.6384,0,0,0,0
240,16,308584,44,1,84.5149,73.4576,9.82319e-007,0.000316778,87.1016,-1.62962,6.94292e-012
241,1,0,44,1,79.5318,75.3518,88.4667,0,0,0,0
241,16,280539,44,1,77.7898,69.384,3.97557e-007,0.000355262,91.1529,-4.00913,1.89254e-011
242,1,0,44,1,78.4158,77.7994,89.8493,0,0,0,0
242,16,265515,44,1,68.0417,90.1385,3.5342e-007,0.000384618,96.8242,8.0639,3.28447e-011
243,1,0,44,1,78.8753,77.6286,90.9519,0,0,0,0
243,16,248531,44,1,71.9018,88.7567,1.39049e-006,0.000413598,94.5353,7.21924,4.93208e-011
244,1,0,44,1,80.0003,76.7081,87.4039,0,0,0,0
244,16,296087,44,1,81.7555,80.6424,9.58397e-007,0.000332622,88.7819,2.68194,2.07405e-011
245,1,0,44,1,79.9624,75.4832,86.6142,0,0,0,0
245,16,308984,44,1,81.4737,70.6048,6.30161e-008,0.000316346,88.938,-3.35152,1.47241e-011
246,1,0,44,1,79.5153,75.2147,89.4686,0,0,0,0
246,16,266325,44,1,77.5803,68.146,1.71841e-006,0.00037823,91.2685,-4.69085,2.21213e-011
247,1,0,44,1,80.9077,75.8448,89.2995,0,0,0,0
247,16,269165,44,1,89.383,73.4563,1.76294e-006,0.00037399,84.3461,-1.58274,1.63706e-011
248,1,0,44,1,79.8406,75.6424,86.1939,0,0,0,0
248,16,315573,44,1,80.4902,71.9343,2.5059e-007,0.000308203,89.5287,-2.56166,2.01271e-011
249,1,0,44,1,80.7142,76.6579,88.0901,0,0,0,0
249,16,286623,44,1,87.7035,80.2648,6.97109e-007,0.000346751,85.2625,2.43148,3.86592e-011
250,1,0,44,1,80.696,77.1704,86.8991,0,0,0,0
250,16,306381,44,1,87.5455,84.4487,1.85998e-006,0.000321146,85.2902,4.96489,2.63581e-011
251,1,0,44,1,79.7163,77.4211,87.0744,0,0,0,0
251,16,303163,44,1,79.4229,86.5162,2.57239e-007,0.00032486,90.1794,6.20281,2.67034e-011
252,1,0,44,1,79.5851,76.9351,89.7629,0,0,0,0
252,16,261762,44,1,78.1512,82.6631,9.15543e-007,0.000385575,90.9316,3.79451,1.14532e-011
253,1,0,44,1,81.1966,77.1577,90.2958,0,0,0,0
253,16,257293,44,1,91.9538,84.6316,5.26134e-007,0.000396903,82.926,4.87875,1.50234e-011
254,1,0,44,1,80.1884,76.8231,88.3554,0,0,0,0
254,16,281959,44,1,83.3043,81.6432,7.05264e-007,0.000352929,87.8793,3.24593,1.82047e-011
255,1,0,44,1,79.529,74.6044,90.7058,0,0,0,0
255,16,251323,44,1,77.603,62.7147,1.33447e-006,0.000407541,91.2454,-7.74888,1.15055e-011
256,1,0,44,1,78.6841,77.7804,88.0586,0,0,0,0
256,16,290855,44,1,70.6464,89.686,1.74188e-006,0.000344107,95.4032,7.96818,3.49661e-011
257,1,0,44,1,78.8475,78.2838,86.8733,0,0,0,0
257,16,311994,44,1,72.1541,93.7753,3.25655e-007,0.000318304,94.5631,10.4774,1.88468e-011
258,1,0,44,1,78.9743,75.6325,87.2821,0,0,0,0
258,16,298911,44,1,73.2462,71.7864,6.55541e-007,0.000329587,93.886,-2.61672,9.10953e-012
259,1,0,44,1,80.9547,77.6964,86.3702,0,0,0,0
259,16,317848,44,1,89.7189,88.7681,1.28455e-006,0.000309459,83.9505,7.55722,1.23965e-011
260,1,0,44,1,78.5904,76.0076,88.8895,0,0,0,0
260,16,275224,44,1,69.7817,74.8447,7.21362e-007,0.000364383,95.8634,-0.773406,3.29886e-011
261,1,0,44,1,78.6433,76.3224,87.9149,0,0,0,0
261,16,289676,44,1,70.3829,77.4814,4.66275e-008,0.000342672,95.5622,0.783315,2.35885e-011
262,1,0,44,1,78.486,75.5773,90.5297,0,0,0,0
262,16,253110,44,1,68.6092,71.1127,2.01082e-007,0.00040345,96.4494,-2.91214,2.30095e-011
263,1,0,44,1,77.8637,76.4932,86.3385,0,0,0,0
263,16,318519,44,1,64.0723,78.8705,1.15411e-006,0.000308738,99.422,1.62078,6.15601e-012
264,1,0,44,1,80.6971,77.2673,90.9344,0,0,0,0
264,16,247594,44,1,87.6575,85.6038,1.3015e-006,0.000413993,85.4357,5.4228,5.3387e-011
265,1,0,44,1,78.0839,77.7806,87.6231,0,0,0,0
265,4,291508,44,1,66,89.3046,2.79478,0.00033364,98.4216,7.96791,1.32973e-011
266,1,0,44,1,79.9296,75.2039,87.2526,0,0,0,0
266,16,299277,44,1,81.1799,68.2695,1.35433e-007,0.0003291,89.1246,-4.72407,2.88259e-011
267,1,0,44,1,80.7364,75.2754,86.4173,0,0,0,0
267,16,314022,44,1,87.8687,68.8982,8.31247e-007,0.000311672,85.0682,-4.3741,2.22858e-011
268,1,0,44,1,80.5584,75.2276,89.3779,0,0,0,0
268,16,268205,44,1,86.4468,68.2474,3.01937e-007,0.000375762,86.0627,-4.62766,2.76638e-011
269,1,0,44,1,78.9891,76.3115,89.4109,0,0,0,0
269,16,266740,44,1,73.124,77.3993,3.96288e-007,0.00037708,93.8817,0.724382,7.52388e-012
270,1,0,44,1,79.2074,78.4377,86.7216,0,0,0,0
270,16,314682,44,1,75.1931,95.0395,9.64093e-007,0.000315226,92.7365,11.2511,1.61685e-011
271,1,0,44,1,77.8967,76.2903,89.5572,0,0,0,0
271,16,268497,44,1,63.6597,77.2291,1.23538e-006,0.000378257,99.3661,0.616926,1.10142e-011
272,1,0,44,1,78.0899,76.4631,86.8383,0,0,0,0
272,16,309016,44,1,65.8854,78.6326,1.48022e-007,0.000319152,98.302,1.47494,1.22257e-011
273,1,0,44,1,79.2848,74.5891,89.4323,0,0,0,0
273,16,269080,44,1,75.6044,62.7865,1.56444e-006,0.000376043,92.4307,-7.80106,2.89637e-011
274,1,0,44,1,80.6783,76.7705,88.9606,0,0,0,0
274,16,273782,44,1,87.4274,81.2381,2.02652e-007,0.000366266,85.4707,2.98069,5.30365e-011
275,1,0,44,1,80.0157,76.8983,87.4287,0,0,0,0
275,16,296039,44,1,81.8842,82.2105,1.45755e-006,0.000332971,88.7051,3.61729,1.66551e-011
276,1,0,44,1,80.0118,76.5862,86.77,0,0,0,0
276,16,306104,44,1,81.8739,79.6254,1.56042e-006,0.000319607,88.6991,2.08834,1.25134e-011
277,1,0,44,1,79.4086,75.6437,87.0822,0,0,0,0
277,16,301368,44,1,76.8741,71.8958,9.06336e-007,0.000325798,91.7137,-2.56062,2.7613e-011
278,1,0,44,1,80.7097,76.5631,89.7617,0,0,0,0
278,16,262231,44,1,87.7143,79.5211,8.34506e-007,0.000385303,85.3445,1.95655,2.57276e-011
279,1,0,44,1,78.5861,77.5776,86.7886,0,0,0,0
279,16,310515,44,1,70.0166,87.8381,1.37646e-006,0.000317864,95.8461,6.97715,1.6345e-011
280,1,0,44,1,77.7833,76.2524,90.2486,0,0,0,0
280,16,259389,44,1,62.5134,76.9082,3.34827e-007,0.000394756,99.9561,0.427102,1.83496e-011
281,1,0,44,1,80.9331,75.4462,86.9761,0,0,0,0
281,16,305114,44,1,89.5126,70.2524,6.45826e-007,0.000322732,84.1181,-3.53509,3.19828e-011
282,1,0,44,1,78.5296,75.8152,88.3366,0,0,0,0
282,16,283783,44,1,69.3459,73.245,2.66588e-007,0.000351658,96.1515,-1.72127,1.23215e-011
283,1,0,44,1,78.9438,77.1635,88.2597,0,0,0,0
283,16,284896,44,1,72.8623,84.4965,8.37052e-007,0.000349986,94.0788,4.92611,8.59983e-012
284,1,0,44,1,78.8304,78.3645,89.7465,0,0,0,0
284,4,254285,44,1,72.0423,94,5.31964,0.000381165,94.7677,10.88,1.62073e-011
285,1,0,44,1,79.5617,78.3066,88.5706,0,0,0,0
285,16,284284,44,1,78.0161,94.2537,4.16009e-007,0.000354733,91.0188,10.599,1.15429e-011
286,1,0,44,1,78.3944,78.0819,87.2679,0,0,0,0
286,16,305869,44,1,68.2806,92.157,9.66895e-007,0.000326192,96.8563,9.45761,1.44892e-011
287,1,0,44,1,81.1307,76.0103,90.639,0,0,0,0
287,16,251247,44,1,91.389,74.8113,7.40346e-007,0.00040658,83.2765,-0.779811,1.68519e-011
288,1,0,44,1,77.9378,75.5518,86.6763,0,0,0,0
288,16,312932,44,1,64.5925,71.0927,1.26674e-006,0.000315371,99.0853,-3.02429,3.93215e-012
289,1,0,44,1,78.8575,76.2521,87.876,0,0,0,0
289,16,289610,44,1,72.197,76.8968,1.69904e-006,0.000342176,94.4878,0.437469,1.83719e-011
290,1,0,44,1,79.514,75.5381,89.4671,0,0,0,0
290,16,265739,44,1,77.571,70.8778,2.70763e-008,0.000378546,91.2737,-3.09569,1.46949e-011
291,1,0,44,1,79.9339,76.2195,88.9128,0,0,0,0
291,16,272987,44,1,81.1467,76.6239,1.53286e-007,0.000366019,89.1675,0.272745,4.13789e-011
292,1,0,44,1,79.1382,78.0154,88.6443,0,0,0,0
292,16,282024,44,1,74.4182,91.76,1.85859e-006,0.000357033,93.1485,9.1427,8.53327e-012
293,1,0,44,1,78.5177,75.9819,90.0435,0,0,0,0
